1.000000000000000000e+00 0.000000000000000000e+00
9.997532963752746582e-01 2.024628303204165764e-04
9.990133643150329590e-01 7.486754593014486236e-04
9.977809786797003921e-01 1.529301510758248033e-03
9.960573315620422363e-01 2.468449510536870322e-03
9.938441514968874291e-01 3.529906123344816321e-03
9.911436438560488060e-01 4.702858442779807475e-03
9.879583716392552617e-01 5.992834381704835109e-03
9.842915534973145641e-01 7.400361872374743022e-03
9.801468253135682263e-01 8.809771522808332311e-03
9.755282402038574219e-01 1.012550006899024142e-02
9.704403877258300781e-01 1.136725572804889173e-02
9.648882150650025524e-01 1.259431573640796935e-02
9.588773250579832874e-01 1.384066096957295260e-02
9.524134993553162731e-01 1.512164900830646926e-02
9.455032348632813610e-01 1.643870002519021850e-02
9.381533265113832787e-01 1.779220880526427920e-02
9.303709864616199754e-01 1.918284496430316954e-02
9.221639633180394036e-01 2.061184995556026786e-02
9.135403037071516685e-01 2.208045442150395957e-02
9.045084714889566335e-01 2.358928754086515520e-02
8.950775265693670102e-01 2.513763619542320679e-02
8.852566480636596680e-01 2.672457703746212651e-02
8.750555515289306641e-01 2.834889007219732956e-02
8.644843101504589011e-01 3.000861649745809739e-02
8.535534143446317223e-01 3.170158772501055489e-02
8.422735333442388228e-01 3.342545125879913676e-02
8.306559324264470856e-01 3.517703934039029257e-02
8.187119960784904338e-01 3.695295421366062705e-02
8.064535260200499378e-01 3.874980394454703714e-02
7.938926219940184437e-01 4.056460515702757508e-02
7.810416817665098987e-01 4.239451388940132515e-02
7.679134011268615723e-01 4.423656816786497581e-02
7.545207142829892799e-01 4.608703218145306785e-02
7.408768534660338245e-01 4.794170906406215737e-02
7.269952297210692249e-01 4.979635527117036442e-02
7.128896713256835938e-01 5.164640676815200615e-02
6.985739469528197132e-01 5.348710073655408431e-02
6.840623021129745851e-01 5.531360958599217115e-02
6.693689823151538487e-01 5.712117345466918156e-02
6.545084714889710664e-01 5.890507167600932820e-02
6.394955515861542317e-01 6.066054204339836609e-02
6.243449449539190121e-01 6.238238577352893388e-02
6.090716123580933727e-01 6.406473271142304471e-02
5.936906337738035999e-01 6.570165089994871310e-02
5.782172083854675293e-01 6.728749590528844415e-02
5.626665949818131507e-01 6.881721512038965760e-02
5.470541715621706214e-01 7.028581420160021076e-02
5.313952565193171829e-01 7.168826408066696076e-02
