1.000000000000000000e+00 0.000000000000000000e+00
9.997532963752746582e-01 2.902743110406713883e-04
9.990133643150329590e-01 1.073173627088756105e-03
9.977809786797003921e-01 2.190973107442007253e-03
9.960573315620422363e-01 3.532839795561734837e-03
9.938441514968874291e-01 5.043747901188991821e-03
9.911436438560488060e-01 6.703903830370692117e-03
9.879583716392552617e-01 8.515393015720089734e-03
9.842915534973145641e-01 1.047153320828419880e-02
9.801468253135682263e-01 1.240423483365684157e-02
9.755282402038574219e-01 1.418121913936074875e-02
9.704403877258300781e-01 1.583283287586785895e-02
9.648882150650025524e-01 1.744103398946789812e-02
9.588773250579832874e-01 1.905086426689240470e-02
9.524134993553162731e-01 2.068173070130792032e-02
9.455032348632813610e-01 2.233511748980319261e-02
9.381533265113832787e-01 2.401119108062079247e-02
9.303709864616199754e-01 2.570989719490483078e-02
9.221639633180394036e-01 2.743090240110308831e-02
9.135403037071516685e-01 2.917375661970188910e-02
9.045084714889566335e-01 3.093773187613805403e-02
8.950775265693670102e-01 3.272155623131599994e-02
8.852566480636596680e-01 3.452385697005070503e-02
8.750555515289306641e-01 3.634299780388555723e-02
8.644843101504589011e-01 3.817675652635868500e-02
8.535534143446317223e-01 4.002272276184489636e-02
8.422735333442388228e-01 4.187826507740703003e-02
8.306559324264470856e-01 4.373977575441847371e-02
8.187119960784904338e-01 4.560336875995386202e-02
8.064535260200499378e-01 4.746525108175564389e-02
7.938926219940184437e-01 4.932264527687228034e-02
7.810416817665098987e-01 5.117315817169323933e-02
7.679134011268615723e-01 5.301424017623888874e-02
7.545207142829892799e-01 5.484220136580259669e-02
7.408768534660338245e-01 5.665268268163096976e-02
7.269952297210692249e-01 5.844130153978428777e-02
7.128896713256835938e-01 6.020374400019142674e-02
6.985739469528197132e-01 6.193579558578097416e-02
6.840623021129745851e-01 6.363318335723544550e-02
6.693689823151538487e-01 6.529159960675924579e-02
6.545084714889710664e-01 6.690666870092761009e-02
6.394955515861542317e-01 6.847397760804423139e-02
6.243449449539190121e-01 6.998899611594501524e-02
6.090716123580933727e-01 7.144698771241075885e-02
5.936906337738035999e-01 7.284319070444467137e-02
5.782172083854675293e-01 7.417303735454972013e-02
5.626665949818131507e-01 7.543236210288024879e-02
5.470541715621706214e-01 7.661703674211282900e-02
5.313952565193171829e-01 7.772289246783865846e-02
5.157054066658021130e-01 7.874561798184895323e-02
4.999999999999999445e-01 7.968089108665783737e-02
4.842946231365204968e-01 8.052463004000841307e-02
4.686047434806830392e-01 8.127377842962950349e-02
4.529458582401517663e-01 8.192553163158136642e-02
4.373333752158645171e-01 8.247710517149986487e-02
4.217827618122100830e-01 8.292581652556491045e-02
4.063093364238738459e-01 8.326902509596596780e-02
3.909283876419066828e-01 8.350415285334569782e-02
3.756550550460809323e-01 8.362916351221726108e-02
3.605044484138456018e-01 8.364229176120586973e-02
3.454914987087064349e-01 8.354180382221529366e-02
3.306310474871685390e-01 8.332636510101749938e-02
3.159377276893479691e-01 8.299491724822649630e-02
3.014260530471801758e-01 8.254642988806662474e-02
2.871103584766388495e-01 8.198045394420301613e-02
2.730047404766082764e-01 8.129709089798206612e-02
2.591231763362885077e-01 8.049645805426143552e-02
2.454792857170105536e-01 7.957872750450863120e-02
2.320865988731384832e-01 7.854417048789633093e-02
2.189583182334899347e-01 7.739304510539610216e-02
2.061073780059814453e-01 7.612615261082153473e-02
1.935464739799500899e-01 7.474529088985067127e-02
1.812880039215097050e-01 7.325232818519837596e-02
