1.000000000000000000e+00 0.000000000000000000e+00
9.993737118345787929e-01 2.968918500847655744e-04
9.986596839604736653e-01 6.246908327581268986e-04
9.978629618656860156e-01 9.809283239496377829e-04
9.969885910382176863e-01 1.363135699588829486e-03
9.960416169660705199e-01 1.768844335605241833e-03
9.950270851372461367e-01 2.195585607928413237e-03
9.939500410397462682e-01 2.640890892487882113e-03
9.928155301615729789e-01 3.102291565213178420e-03
9.916285979907275561e-01 3.577319002033860305e-03
9.903942900152120643e-01 4.063504578879456423e-03
9.891176517230280130e-01 4.558379671679506709e-03
9.878037286021773555e-01 5.059475656363550226e-03
9.864566237484779787e-01 5.564383333950533028e-03
9.850640110914022918e-01 6.071729491003233399e-03
9.835996096583307091e-01 6.581020878200009167e-03
9.820366950740105905e-01 7.091792206172134461e-03
9.803485429631896286e-01 7.603578185550888616e-03
9.785084289506155164e-01 8.115913526967532751e-03
9.764898979637277598e-01 8.628346207717763408e-03
9.742815044578246875e-01 9.141163619796385115e-03
9.718944301819126830e-01 9.655767844062924585e-03
9.693417306732984295e-01 1.017365326985093278e-02
9.666364614692889434e-01 1.069631428649395373e-02
9.637916781071904637e-01 1.122524528332556094e-02
9.608204321479301147e-01 1.176194032078523542e-02
9.577328922766049635e-01 1.230765501111524135e-02
9.545312624882659192e-01 1.286298619174540935e-02
9.512163828794683029e-01 1.342841788944121491e-02
9.477890935467675471e-01 1.400443413096818038e-02
9.442502345867181957e-01 1.459151894309176391e-02
9.406006460958756810e-01 1.519015635257746702e-02
9.368411892660716278e-01 1.580080144032976544e-02
9.329728372353457422e-01 1.642375568037864747e-02
9.289966001330738354e-01 1.705926978913236206e-02
9.249134881119845941e-01 1.770759445095440934e-02
9.207245113248071489e-01 1.836898035020829989e-02
9.164306799242702972e-01 1.904367817125755119e-02
9.120330127462238368e-01 1.973184931907728465e-02
9.075326223011429549e-01 2.043269204106373110e-02
9.029306782541378640e-01 2.114481692366527305e-02
8.982283510857884679e-01 2.186682616871458984e-02
8.934268112766743375e-01 2.259732197804434004e-02
8.885272293073754879e-01 2.333490655348717871e-02
8.835307782171784030e-01 2.407814579248018436e-02
8.784386995224326977e-01 2.482463400077856985e-02
8.732523090344822547e-01 2.557091134432771737e-02
8.679729262893892683e-01 2.631346514062984920e-02
8.626018708232168208e-01 2.704878270718716685e-02
8.571404621720275507e-01 2.777335136150193423e-02
8.515900202269561792e-01 2.848369555208421847e-02
8.459519078428433536e-01 2.918083257939723535e-02
8.402275713164384374e-01 2.987450553075526177e-02
8.344184665314337002e-01 3.057546003068526905e-02
8.285260493715214114e-01 3.129444170371421113e-02
8.225517757203927305e-01 3.204219617436906975e-02
8.164971014623628731e-01 3.282946893893121110e-02
8.103635048387419770e-01 3.366239724495422719e-02
8.041525455243635490e-01 3.453033317264585234e-02
7.978658017295933158e-01 3.541880823788994687e-02
7.915048516647964494e-01 3.631335395657041276e-02
7.850712735403385656e-01 3.719950184457109649e-02
7.785666455665857244e-01 3.806278341777587920e-02
7.719925555307031173e-01 3.889112834801495416e-02
7.653506592251620999e-01 3.968949572492397326e-02
7.586426418702787444e-01 4.047021375547755345e-02
7.518701888040639769e-01 4.124564011875341690e-02
7.450349853645282794e-01 4.202813249382925803e-02
7.381387168896821338e-01 4.283004855978280595e-02
7.311830718886278557e-01 4.366294911060922268e-02
7.241697875140588048e-01 4.452617096247033640e-02
7.171006389851749541e-01 4.540948494129015689e-02
7.099774025369056663e-01 4.630240662346270936e-02
7.028018544041798599e-01 4.719445158538199819e-02
6.955757708219271196e-01 4.807513540344202779e-02
6.883009286736277987e-01 4.893408931403094714e-02
6.809791342197673014e-01 4.976618352289936820e-02
6.736122344835240305e-01 5.057355768061234935e-02
6.662020794906329257e-01 5.135888690067068330e-02
6.587505192668279275e-01 5.212484629657507251e-02
6.512594038378437533e-01 5.287411098182634439e-02
6.437305832650018766e-01 5.360935386882358794e-02
6.361659218881191569e-01 5.433236473516055848e-02
6.285673201032514479e-01 5.504270325507341910e-02
6.209366839101790880e-01 5.573958250852931867e-02
6.132759193086823046e-01 5.642221557549541300e-02
6.055869322985421022e-01 5.708981553593883707e-02
